E	water	muscle	lung	dry_spine	dry_rib	adipose	blood	heart	kidney	liver	lymph	pancreas	intestine	skull	cartilage	brain	spleen	iodine_blood	iron	pmma	aluminum	titanium	air	graphite	lead	breast_mammary	skin	iodine	eye_lens	ovary	red_marrow	yellow_marrow	testis	thyroid	bladder
192.5		0.13880548	0.14441023	0.041261762	0.19151709	0.25525377	0.12813134	0.14581947	0.14465552	0.1445368	0.14578286	0.14244545	0.14348584	0.14214274	0.21579088	0.15057502	0.1436562	0.14592795	0.15234166	1.1871551	0.16001684	0.33458441	0.61090379	0.00015064066	0.22659438	12.408831	0.14094327	0.15008392	1.9577742	0.14628918	0.14480929	0.14181457	0.13588398	0.14355048	0.1449266	0.14344037
193.0		0.13868501	0.14428481	0.041226045	0.19132965	0.25498218	0.12802251	0.1456926	0.14452996	0.14441128	0.14565621	0.14232167	0.14336155	0.14201953	0.21557126	0.15044308	0.14353142	0.14580114	0.15219313	1.1843958	0.15988031	0.33423587	0.60980458	0.00015050933	0.2264024	12.331805	0.14082209	0.14995404	1.9470372	0.14616271	0.14468349	0.14169253	0.13576849	0.14342583	0.14479903	0.14331563
193.5		0.13856487	0.14415974	0.041190425	0.19114291	0.25471175	0.12791396	0.14556608	0.14440475	0.1442861	0.1455299	0.14219822	0.14323761	0.14189665	0.21535251	0.15031151	0.14340699	0.14567468	0.15204515	1.1816588	0.15974414	0.33388879	0.608713	0.00015037836	0.22621091	12.255497	0.14070123	0.14982452	1.9364028	0.14603658	0.14455803	0.14157082	0.13565329	0.14330153	0.14467184	0.14319124
194.0		0.13844507	0.14403502	0.041154903	0.19095685	0.25444245	0.1278057	0.14543991	0.14427989	0.14416128	0.14540395	0.14207512	0.14311401	0.14177411	0.21513462	0.15018031	0.1432829	0.14554857	0.1518977	1.1789434	0.15960834	0.33354308	0.60762932	0.00015024774	0.22601991	12.179898	0.14058071	0.14969535	1.9258695	0.14591079	0.14443292	0.14144943	0.1355384	0.14317758	0.144545	0.1430672
194.5		0.1383256	0.14391065	0.041119479	0.19077148	0.25417433	0.12769771	0.1453141	0.14415538	0.1440368	0.14527835	0.14195236	0.14299074	0.14165192	0.2149176	0.15004949	0.14315916	0.14542281	0.15175079	1.1762495	0.15947288	0.33319888	0.606553	0.00015011754	0.22582938	12.105	0.1404605	0.14956653	1.9154365	0.14578535	0.14430817	0.14132838	0.1354238	0.14305397	0.14441854	0.1429435
195.0		0.13820649	0.14378665	0.041084162	0.19058683	0.25390738	0.12759003	0.14518867	0.14403124	0.1439127	0.14515313	0.14182997	0.14286785	0.14153009	0.21470148	0.14991907	0.1430358	0.14529744	0.15160445	1.173577	0.15933781	0.33285612	0.6054845	0.0001499877	0.22563939	12.030798	0.14034065	0.1494381	1.9051028	0.14566029	0.14418379	0.14120768	0.13530953	0.14293073	0.14429247	0.14282018
195.5		0.13808772	0.14366301	0.041048945	0.19040286	0.25364158	0.12748264	0.14506361	0.14390746	0.14378895	0.14502827	0.14170794	0.14274531	0.14140861	0.21448622	0.14978904	0.14291278	0.14517242	0.15145865	1.1709257	0.15920312	0.33251472	0.60442337	0.00014985825	0.22544992	11.957282	0.14022114	0.14931004	1.8948669	0.14553558	0.14405976	0.14108732	0.13519557	0.14280785	0.14416678	0.14269721
196.0		0.13796922	0.14353965	0.041013809	0.19021951	0.25337681	0.1273755	0.14493883	0.14378397	0.1436655	0.14490371	0.14158619	0.14262306	0.14128741	0.21427173	0.14965931	0.14279006	0.1450477	0.15131331	1.1682945	0.15906873	0.33217461	0.60336912	0.00014972908	0.22526088	11.884421	0.1401019	0.14918227	1.8847242	0.14541116	0.14393603	0.14096724	0.13508187	0.14268525	0.14404139	0.14257453
196.5		0.13785115	0.14341674	0.040978799	0.19003695	0.25311332	0.12726871	0.14481451	0.14366091	0.14354248	0.14477958	0.14146488	0.14250124	0.14116665	0.21405822	0.14953006	0.14266777	0.14492342	0.15116861	1.1656846	0.15893479	0.33183597	0.60232297	0.00014960039	0.22507244	11.812262	0.13998307	0.14905496	1.8746814	0.14528718	0.14381274	0.14084757	0.13496854	0.1425631	0.14391646	0.1424523
197.0		0.13773333	0.1432941	0.040943861	0.18985496	0.25285081	0.12716215	0.14469045	0.14353813	0.14341973	0.14465573	0.14134382	0.14237968	0.14104614	0.21384544	0.1494011	0.14254575	0.14479942	0.15102434	1.163094	0.15880115	0.33149871	0.60128343	0.00014947198	0.22488445	11.740742	0.1398645	0.14892792	1.8647296	0.14516346	0.14368972	0.14072817	0.13485547	0.1424412	0.14379181	0.14233032
197.5		0.13761587	0.14317182	0.04090903	0.18967366	0.25258942	0.12705587	0.14456677	0.14341571	0.14329735	0.14453225	0.14122314	0.14225848	0.14092599	0.21363351	0.14927253	0.1424241	0.14467578	0.15088063	1.1605242	0.15866786	0.33116279	0.60025119	0.00014934398	0.22469689	11.669881	0.13974627	0.14880125	1.8548718	0.14504011	0.14356706	0.1406091	0.13474269	0.14231967	0.14366756	0.14220872
198.0		0.13749878	0.14304992	0.040874306	0.18949307	0.2523292	0.12694991	0.14444348	0.14329367	0.14317535	0.14440915	0.14110283	0.14213766	0.14080622	0.21342247	0.14914438	0.14230282	0.14455253	0.15073747	1.1579742	0.15853499	0.33082826	0.59922616	0.00014921634	0.22450993	11.599675	0.1396284	0.14867498	1.8451068	0.14491714	0.14344479	0.1404904	0.13463025	0.14219852	0.1435437	0.14208749
198.5		0.13738196	0.14292832	0.040839664	0.18931306	0.25206997	0.12684419	0.14432048	0.14317193	0.14305365	0.14428635	0.14098281	0.14201712	0.14068673	0.21321218	0.14901653	0.14218184	0.14442958	0.15059478	1.1554431	0.1584024	0.33049496	0.59820776	0.00014908903	0.22432335	11.53009	0.1395108	0.14854901	1.8354299	0.14479446	0.14332282	0.14037198	0.13451806	0.14207766	0.14342015	0.14196656
199.0		0.13726544	0.14280703	0.04080511	0.18913371	0.25181181	0.12673875	0.1441978	0.14305049	0.14293225	0.14416387	0.14086309	0.1418969	0.14056755	0.21300269	0.14888903	0.14206117	0.14430695	0.15045256	1.1529317	0.15827017	0.33016312	0.59719624	0.00014896212	0.2241373	11.461145	0.13939351	0.14842336	1.8258443	0.1446721	0.14320115	0.14025387	0.13440617	0.14195711	0.14329693	0.14184594
199.5		0.13714932	0.14268614	0.040770672	0.18895506	0.2515548	0.12663361	0.14407554	0.14292947	0.14281127	0.1440418	0.14074379	0.14177707	0.14044877	0.21279408	0.14876196	0.1419409	0.14418473	0.15031094	1.1504396	0.15813834	0.32983256	0.59619174	0.00014883552	0.22395176	11.392834	0.13927659	0.14829812	1.8163486	0.14455013	0.1430799	0.14013613	0.1342946	0.14183697	0.14317414	0.14172573
200.0		0.13703344	0.14256553	0.040736309	0.18877698	0.25129875	0.12652873	0.14395354	0.14280871	0.14269055	0.14392	0.14062474	0.14165751	0.14033024	0.21258619	0.14863518	0.1418209	0.14406277	0.15016973	1.1479658	0.15800681	0.32950319	0.59519371	0.00014870927	0.22376669	11.325125	0.13915994	0.14817317	1.8069379	0.14442844	0.14295891	0.14001866	0.13418331	0.14171709	0.14305162	0.14160578
200.5		0.13691791	0.14244526	0.040702043	0.18859953	0.25104372	0.12642409	0.1438319	0.1426883	0.14257018	0.14379854	0.14050603	0.14153829	0.14021206	0.21237908	0.14850877	0.14170124	0.14394117	0.15002904	1.1455106	0.1578756	0.32917516	0.59420231	0.00014858337	0.22358199	11.258023	0.13904359	0.14804856	1.7976135	0.14430709	0.14283827	0.1399015	0.13407227	0.14159756	0.14292947	0.14148617
201.0		0.13680266	0.14232529	0.040667864	0.18842267	0.25078968	0.12631971	0.14371057	0.14256819	0.14245011	0.1436774	0.14038763	0.14141936	0.14009417	0.21217271	0.14838269	0.14158189	0.14381988	0.14988882	1.1430735	0.15774473	0.32884816	0.59321732	0.00014845779	0.22339778	11.191511	0.13892754	0.14792427	1.7883725	0.14418604	0.14271794	0.13978463	0.13396151	0.14147833	0.14280764	0.14136687
201.5		0.13668775	0.14220567	0.040633784	0.18824648	0.25053673	0.12621564	0.14358959	0.14244843	0.14233039	0.14355661	0.14026958	0.14130079	0.13997663	0.21196718	0.14825698	0.14146288	0.14369894	0.14974911	1.140655	0.15761423	0.32852262	0.59223894	0.00014833262	0.22321411	11.125608	0.13881182	0.14780034	1.7792181	0.14406535	0.14259796	0.13966811	0.13385107	0.14135944	0.14268618	0.14124793
202.0		0.13657314	0.14208638	0.040599794	0.1880709	0.25028478	0.12611182	0.14346894	0.142329	0.142211	0.14343614	0.14015184	0.14118253	0.1398594	0.21176239	0.14813162	0.1413442	0.14357833	0.14960988	1.1382541	0.15748407	0.32819833	0.59126691	0.00014820774	0.2230309	11.060284	0.13869641	0.14767674	1.7701453	0.14394498	0.1424783	0.13955189	0.13374091	0.14124088	0.14256506	0.1411293
202.5		0.13645886	0.14196741	0.040565898	0.18789593	0.25003386	0.12600826	0.14334863	0.14220989	0.14209193	0.14331601	0.14003443	0.14106459	0.13974249	0.21155839	0.14800661	0.14122584	0.14345805	0.14947113	1.1358718	0.15735422	0.32787526	0.59030142	0.00014808324	0.22284807	10.995556	0.13858129	0.14755347	1.761157	0.14382493	0.14235897	0.13943598	0.13363101	0.14112264	0.14244428	0.141011
203.0		0.13634492	0.14184881	0.040532104	0.18772161	0.24978396	0.125905	0.14322868	0.14209114	0.14197323	0.14319624	0.13991737	0.14094701	0.13962594	0.21135518	0.14788199	0.14110784	0.14333813	0.14933291	1.1335064	0.15722477	0.32755352	0.58934201	0.00014795909	0.22266582	10.931395	0.13846652	0.14743058	1.7522491	0.14370524	0.14224001	0.13932041	0.13352144	0.14100476	0.14232388	0.14089306
203.5		0.13623128	0.14173051	0.040498396	0.18754789	0.24953506	0.12580199	0.14310904	0.1419727	0.14185483	0.14307678	0.13980062	0.14082973	0.13950968	0.21115272	0.1477577	0.14099015	0.14321853	0.14919515	1.131159	0.15709563	0.32723296	0.58838901	0.00014783526	0.22248399	10.86782	0.13835204	0.147308	1.7434239	0.14358586	0.14212135	0.13920513	0.13341214	0.14088719	0.1422038	0.14077542
204.0		0.13611789	0.1416125	0.040464767	0.18737476	0.24928712	0.12569926	0.14298969	0.14185455	0.14173671	0.14295761	0.13968414	0.14071273	0.1393937	0.21095099	0.14763371	0.14087273	0.14309921	0.14905782	1.1288287	0.15696683	0.32691368	0.58744229	0.00014771177	0.22230269	10.804799	0.13823785	0.14718572	1.7346771	0.14346676	0.14200297	0.13909015	0.13330312	0.14076989	0.14208401	0.14065807
204.5		0.13600484	0.14149482	0.040431235	0.1872022	0.24904011	0.12559676	0.14287068	0.14173672	0.14161893	0.14283877	0.139568	0.14059606	0.13927805	0.21074997	0.14751008	0.14075566	0.14298023	0.14892098	1.1265152	0.15683833	0.32659545	0.58650131	0.00014758859	0.22212175	10.742328	0.13812395	0.14706378	1.7260081	0.143348	0.14188493	0.13897546	0.13319436	0.14065293	0.14196458	0.14054105
205.0		0.13589211	0.14137747	0.040397795	0.18703025	0.24879411	0.12549454	0.14275201	0.14161923	0.14150148	0.14272027	0.13945218	0.14047972	0.13916272	0.21054971	0.14738681	0.14063891	0.14286159	0.14878461	1.1242182	0.1567102	0.32627846	0.58556654	0.00014746578	0.22194133	10.6804	0.13801037	0.14694217	1.717416	0.14322956	0.14176722	0.13886109	0.1330859	0.1405363	0.1418455	0.14042436
205.5		0.13577965	0.14126041	0.040364438	0.18685889	0.24854906	0.12539258	0.14263363	0.14150204	0.14138433	0.14260207	0.13933666	0.14036367	0.13904768	0.21035018	0.14726385	0.14052245	0.14274324	0.14864869	1.1219386	0.15658237	0.32596274	0.58463778	0.00014734327	0.22176132	10.619036	0.13789707	0.14682087	1.7089032	0.14311142	0.14164981	0.13874701	0.1329777	0.14041996	0.14172672	0.14030797
206.0		0.13566753	0.14114371	0.040331182	0.18668815	0.24830501	0.1252909	0.14251562	0.14138519	0.14126753	0.14248422	0.13922148	0.14024796	0.13893299	0.21015142	0.14714127	0.14040634	0.14262525	0.14851327	1.1196753	0.15645491	0.32564818	0.58371495	0.00014722113	0.22158184	10.558204	0.1377841	0.14669994	1.7004656	0.14299364	0.14153276	0.13863326	0.13286981	0.14030397	0.14160831	0.14019192
206.5		0.13555567	0.14102727	0.040298	0.18651793	0.24806183	0.12518944	0.14239787	0.14126861	0.14115099	0.14236665	0.13910656	0.14013252	0.13881856	0.20995331	0.14701897	0.1402905	0.14250754	0.14837826	1.117428	0.15632773	0.32533477	0.58279773	0.00014709929	0.22140273	10.497899	0.13767139	0.14657927	1.6921024	0.14287611	0.14141597	0.13851976	0.13276215	0.14018824	0.14149018	0.14007615
207.0		0.13544411	0.14091115	0.040264906	0.18634828	0.24781958	0.12508823	0.14228044	0.14115234	0.14103477	0.14224938	0.13899196	0.14001738	0.13870443	0.20975592	0.14689701	0.14017497	0.14239013	0.1482437	1.1151968	0.15620087	0.3250225	0.58188632	0.00014697776	0.22122406	10.438118	0.13755896	0.14645893	1.6838134	0.1427589	0.14129949	0.13840656	0.13265476	0.14007282	0.14137237	0.13996068
207.5		0.13533288	0.14079537	0.040231911	0.18617925	0.24757833	0.12498729	0.14216336	0.14103642	0.14091889	0.14213247	0.1388777	0.13990258	0.13859064	0.20955928	0.14677542	0.14005978	0.14227308	0.14810963	1.1129813	0.15607435	0.32471146	0.58098071	0.0001468566	0.22104585	10.378855	0.13744686	0.14633893	1.6755973	0.14264203	0.14118336	0.13829369	0.13254766	0.13995775	0.14125493	0.13984556
208.0		0.1352219	0.14067985	0.04019899	0.18601075	0.24733792	0.12488661	0.14204655	0.14092077	0.14080328	0.14201582	0.13876369	0.13978805	0.13847711	0.20936329	0.14665411	0.13994486	0.14215629	0.14797596	1.1107815	0.15594815	0.32440145	0.5800807	0.00014673574	0.22086812	10.320103	0.13733502	0.14621922	1.6674533	0.14252543	0.14106749	0.13818108	0.13244082	0.13984294	0.14113776	0.1397307
208.5		0.13511124	0.14056467	0.040166162	0.18584284	0.24709849	0.12478619	0.14193007	0.14080544	0.140688	0.14189951	0.13865001	0.13967383	0.13836389	0.20916805	0.14653316	0.13983027	0.14203984	0.14784276	1.1085981	0.15582229	0.32409276	0.5791865	0.00014661522	0.22069085	10.261883	0.13722349	0.14609984	1.6593844	0.14240916	0.14095196	0.13806878	0.13233427	0.13972846	0.14102094	0.13961617
209.0		0.13500087	0.14044978	0.040133419	0.18567548	0.24685995	0.12468601	0.1418139	0.14069041	0.14057301	0.1417835	0.13853663	0.13955992	0.13825098	0.20897348	0.14641252	0.13971597	0.14192369	0.14771	1.1064292	0.15569672	0.32378508	0.57829756	0.00014649502	0.22051396	10.20414	0.13711224	0.14598077	1.6513826	0.14229319	0.14083672	0.13795677	0.13222797	0.13961427	0.14090443	0.13950194
209.5		0.13489078	0.1403352	0.040100761	0.18550869	0.24662232	0.1245861	0.14169804	0.14057569	0.14045833	0.1416678	0.13842354	0.1394463	0.13813836	0.20877961	0.14629221	0.13960197	0.14180785	0.14757768	1.1042763	0.15557151	0.32347852	0.57741436	0.00014637514	0.2203376	10.146919	0.13700128	0.14586201	1.6434541	0.14217752	0.14072179	0.13784505	0.13212196	0.13950039	0.14078824	0.139388
210.0		0.13478098	0.14022091	0.040068187	0.18534241	0.24638554	0.1244864	0.14158247	0.14046125	0.14034395	0.14155239	0.13831075	0.13933297	0.13802603	0.20858639	0.14617222	0.13948827	0.1416923	0.14744578	1.1021378	0.15544655	0.32317295	0.57653629	0.00014625554	0.22016153	10.090167	0.13689059	0.14574355	1.6355921	0.14206214	0.14060716	0.1377336	0.13201617	0.13938679	0.14067235	0.13927437
210.5		0.13467148	0.14010694	0.040035702	0.18517671	0.24614968	0.12438698	0.14146722	0.14034714	0.14022988	0.1414373	0.13819827	0.13921996	0.137914	0.20839388	0.14605256	0.13937488	0.14157707	0.14731433	1.100014	0.15532196	0.32286865	0.57566362	0.00014613631	0.21998601	10.033903	0.13678021	0.14562542	1.6277991	0.14194708	0.14049284	0.13762246	0.13191068	0.13927351	0.14055679	0.13916105
211.0		0.13456229	0.13999328	0.040003308	0.1850116	0.24591476	0.12428784	0.1413523	0.14023334	0.14011613	0.14132253	0.13808611	0.13910725	0.13780229	0.20820209	0.14593324	0.13926181	0.14146217	0.14718333	1.0979061	0.1551977	0.32256537	0.57479662	0.00014601739	0.21981097	9.978145	0.13667013	0.14550762	1.6200765	0.14183234	0.14037884	0.13751162	0.13180548	0.13916055	0.14044157	0.13904804
211.5		0.13445333	0.13987988	0.039970984	0.18484698	0.24568064	0.12418891	0.14123763	0.14011979	0.14000263	0.14120802	0.13797419	0.1389948	0.13769082	0.20801091	0.14581419	0.13914899	0.14134752	0.14705271	1.0958123	0.15507372	0.3222633	0.57393469	0.00014589874	0.21963631	9.9228428	0.13656029	0.14539008	1.6124185	0.14171785	0.14026509	0.13740104	0.13170051	0.13904784	0.1403266	0.13893529
212.0		0.13434467	0.13976678	0.039938745	0.18468286	0.24544735	0.12409019	0.14112327	0.14000655	0.13988943	0.14109381	0.13786257	0.13888264	0.13757965	0.20782036	0.14569547	0.13903646	0.14123318	0.14692252	1.0937323	0.15495001	0.32196215	0.57307761	0.00014578043	0.21946198	9.8680145	0.13645072	0.14527283	1.604827	0.14160365	0.14015165	0.13729072	0.13159577	0.13893542	0.14021196	0.13882283
212.5		0.1342363	0.13965399	0.039906595	0.18451934	0.24521499	0.12399178	0.14100923	0.13989362	0.13977654	0.14097992	0.13775126	0.1387708	0.13746879	0.20763053	0.14557708	0.13892425	0.14111915	0.14679277	1.0916673	0.15482668	0.32166217	0.57222614	0.00014566243	0.21928824	9.8136546	0.13634147	0.14515593	1.5973017	0.14148978	0.14003852	0.13718072	0.13149135	0.13882332	0.14009764	0.13871069
213.0		0.13412816	0.13954143	0.039874511	0.18435625	0.24498335	0.12389354	0.14089542	0.13978092	0.13966389	0.14086627	0.13764018	0.13865918	0.13735815	0.20744124	0.14545893	0.13881228	0.14100536	0.14666337	1.0896153	0.15470358	0.3213631	0.57137919	0.00014554469	0.21911477	9.759738	0.13623242	0.14503925	1.5898384	0.14137614	0.13992562	0.13707094	0.13138711	0.13871145	0.13998356	0.13859878
213.5		0.13402038	0.13942925	0.039842534	0.18419381	0.24475275	0.1237956	0.140782	0.1396686	0.13955161	0.14075299	0.13752947	0.13854793	0.13724788	0.20725276	0.14534119	0.13870067	0.14089195	0.14653448	1.0875789	0.15458084	0.32106521	0.57053804	0.00014542732	0.21894179	9.7063035	0.13612373	0.14492296	1.5824429	0.14126286	0.13981311	0.1369615	0.13128319	0.13859995	0.13986987	0.13848725
214.0		0.13391284	0.13931732	0.039810626	0.18403183	0.24452288	0.12369788	0.14066882	0.13955652	0.13943959	0.14063996	0.137419	0.13843692	0.13713786	0.20706483	0.14522372	0.13858931	0.14077879	0.14640596	1.0855553	0.1544584	0.32076835	0.56970128	0.00014531025	0.21876927	9.6533028	0.13601528	0.14480693	1.575109	0.14114985	0.13970083	0.13685232	0.13117951	0.1384887	0.13975644	0.13837596
214.5		0.13380559	0.13920569	0.039778804	0.18387039	0.24429388	0.12360041	0.14055595	0.13944475	0.13932786	0.14052724	0.13730884	0.13832622	0.13702813	0.20687758	0.14510656	0.13847825	0.14066593	0.14627786	1.0835457	0.15433627	0.32047258	0.56886986	0.00014519347	0.21859714	9.6007557	0.13590712	0.1446912	1.5678379	0.14103713	0.13958887	0.13674342	0.13107609	0.13837775	0.13964333	0.13826498
215.0		0.13369856	0.1390943	0.03974705	0.18370942	0.24406564	0.12350315	0.14044333	0.13933322	0.13921638	0.14041476	0.1371989	0.13821575	0.13691863	0.2066909	0.14498967	0.13836743	0.14055332	0.14615011	1.0815489	0.1542144	0.32017774	0.56804289	0.00014507696	0.2184254	9.548633	0.13579919	0.14457573	1.5606267	0.14092465	0.13947714	0.13663475	0.1309729	0.13826703	0.13953046	0.13815423
215.5		0.13359189	0.13898327	0.039715398	0.18354903	0.24383832	0.12340618	0.14033107	0.13922204	0.13910525	0.14030265	0.13708933	0.13810563	0.13680949	0.20650494	0.14487315	0.13825697	0.14044107	0.14602286	1.0795667	0.15409289	0.31988405	0.56722125	0.00014496082	0.21825415	9.4969741	0.13569159	0.14446063	1.5534806	0.14081253	0.13936578	0.13652642	0.13087001	0.13815668	0.13941797	0.13804384
216.0		0.13348544	0.13887248	0.039683814	0.18338912	0.24361177	0.12330942	0.14021906	0.13911111	0.13899437	0.14019078	0.13698	0.13799576	0.13670058	0.20631956	0.1447569	0.13814675	0.14032907	0.14589595	1.0775973	0.15397166	0.31959135	0.56640413	0.00014484491	0.21808329	9.4457342	0.13558423	0.14434577	1.5463934	0.14070065	0.13925465	0.13641834	0.13076734	0.13804656	0.13930574	0.13793369
216.5		0.13337924	0.13876196	0.039652305	0.18322969	0.24338598	0.12321288	0.14010731	0.13900045	0.13888375	0.14007917	0.13687092	0.13788614	0.13659193	0.20613477	0.14464093	0.1380368	0.14021734	0.14576943	1.0756403	0.1538507	0.31929942	0.56559164	0.00014472933	0.2179128	9.3949073	0.13547712	0.14423119	1.5393641	0.14058904	0.13914379	0.1363105	0.13066491	0.13793671	0.13919377	0.13782381
217.0		0.13327331	0.1386517	0.039620873	0.18307074	0.24316098	0.12311656	0.13999584	0.13889005	0.1387734	0.13996785	0.13676212	0.1377768	0.13648355	0.20595059	0.14452525	0.13792711	0.14010588	0.14564329	1.0736967	0.15373002	0.31900873	0.56478394	0.00014461403	0.21774272	9.3445103	0.13537027	0.14411688	1.5323953	0.14047771	0.13903321	0.13620292	0.13056272	0.13782712	0.1390821	0.1377142
217.5		0.13316767	0.13854176	0.039589529	0.18291235	0.24293686	0.12302052	0.13988469	0.13877997	0.13866337	0.13985683	0.13665361	0.13766776	0.13637548	0.20576708	0.1444099	0.13781773	0.13999473	0.14551758	1.0717663	0.15360969	0.31871904	0.56398107	0.00014449904	0.21757311	9.2945411	0.13526371	0.1440029	1.5254862	0.14036668	0.13892294	0.13609565	0.13046081	0.13771785	0.13897074	0.13760489
218.0		0.13306231	0.1384321	0.039558264	0.18275442	0.24271348	0.12292468	0.13977382	0.13867016	0.13855361	0.1397461	0.13654539	0.13755899	0.13626767	0.20558415	0.14429485	0.13770863	0.13988387	0.14539226	1.0698483	0.15348962	0.31843015	0.56318269	0.00014438432	0.21740384	9.2449741	0.13515741	0.1438892	1.5186335	0.14025593	0.13881294	0.13598863	0.13035913	0.13760885	0.13885967	0.13749587
