E	water	muscle	lung	dry_spine	dry_rib	adipose	blood	heart	kidney	liver	lymph	pancreas	intestine	skull	cartilage	brain	spleen	iodine_blood	iron	pmma	aluminum	titanium	air	graphite	lead	breast_mammary	skin	iodine	eye_lens	ovary	red_marrow	yellow_marrow	testis	thyroid	bladder
582.0		0.090775165	0.094434795	0.026993363	0.1232283	0.16215331	0.084037947	0.095333756	0.094602463	0.094517858	0.095327732	0.093140486	0.093862852	0.092974169	0.13803975	0.098348977	0.09394077	0.095419123	0.098076733	0.61451191	0.10488145	0.21304689	0.34596267	9.8443882e-05	0.14863564	1.4733683	0.092290681	0.098190701	0.42020713	0.095718486	0.094690847	0.092852568	0.08911428	0.093874309	0.094610324	0.093784119
582.5		0.090741117	0.094399378	0.02698324	0.12318177	0.16209174	0.084006469	0.095297999	0.094566984	0.094482409	0.095291979	0.09310555	0.093827653	0.092939302	0.13798748	0.09831207	0.093905537	0.095383335	0.09803971	0.61425676	0.10484215	0.21296642	0.34582483	9.8407046e-05	0.14857993	1.4716649	0.092256085	0.098153879	0.41991604	0.095682598	0.094655332	0.092817764	0.089080898	0.0938391	0.094574815	0.093748943
583.0		0.09070707	0.094363958	0.026973118	0.12313522	0.16203015	0.083974987	0.095262239	0.094531503	0.094446958	0.095256223	0.093070614	0.093792453	0.092904434	0.13793521	0.098275161	0.093870303	0.095347545	0.098002686	0.61400161	0.10480284	0.21288591	0.34568699	9.837019e-05	0.14852421	1.4699643	0.092221486	0.098117054	0.41962532	0.095646708	0.094619815	0.092782956	0.089047512	0.093803891	0.094539304	0.093713765
583.5		0.090673057	0.09432858	0.026963006	0.12308874	0.16196865	0.083943546	0.09522652	0.094496062	0.094411548	0.095220509	0.093035715	0.093757292	0.092869604	0.13788301	0.098238294	0.093835108	0.095311796	0.097965704	0.61374698	0.10476358	0.21280548	0.34554928	9.8333424e-05	0.14846858	1.4682681	0.092186928	0.098080272	0.41933522	0.09561086	0.094584338	0.092748193	0.08901417	0.093768721	0.094503833	0.093678626
584.0		0.090639096	0.094293253	0.02695291	0.12304232	0.16190722	0.083912148	0.095190852	0.094460673	0.094376189	0.095184846	0.093000868	0.093722183	0.092834825	0.13783088	0.09820148	0.093799965	0.095276099	0.097928777	0.61349271	0.10472437	0.21272523	0.34541185	9.8296685e-05	0.14841301	1.4665777	0.09215242	0.098043543	0.41904586	0.095575064	0.094548913	0.092713477	0.088980873	0.093733602	0.094468414	0.093643539
584.5		0.090605173	0.094257965	0.026942824	0.12299595	0.16184587	0.083880781	0.095155225	0.094425323	0.09434087	0.095149223	0.092966059	0.093687112	0.092800085	0.13777881	0.098164707	0.09376486	0.095240442	0.097891891	0.6132389	0.1046852	0.21264498	0.34527462	9.8259998e-05	0.14835749	1.4648917	0.092117948	0.098006853	0.41875727	0.095539307	0.094513528	0.092678798	0.088947609	0.093698522	0.094433034	0.093608491
585.0		0.090571286	0.094222709	0.026932749	0.12294962	0.16178457	0.083849434	0.095119631	0.094390005	0.094305583	0.095113633	0.092931287	0.093652074	0.092765378	0.13772678	0.09812797	0.093729788	0.095204818	0.097855041	0.61298498	0.10464606	0.21256477	0.34513732	9.8223301e-05	0.14830201	1.4632089	0.092083504	0.097970198	0.41846898	0.09550358	0.094478176	0.092644144	0.088914366	0.093663476	0.094397688	0.093573476
585.5		0.090537464	0.09418753	0.026922694	0.1229034	0.1617234	0.083818178	0.095084113	0.094354765	0.094270372	0.09507812	0.092896583	0.093617113	0.092730745	0.13767487	0.098091309	0.093694792	0.09516927	0.097818269	0.61273199	0.10460704	0.2124848	0.34500049	9.8186715e-05	0.14824671	1.4615329	0.092049145	0.097933625	0.41818167	0.095467935	0.094442899	0.092609581	0.088881221	0.093628503	0.094362417	0.093538535
586.0		0.090503571	0.094152275	0.026912618	0.12285708	0.16166212	0.083786848	0.095048518	0.094319448	0.094235086	0.09504253	0.092861806	0.093582075	0.092696037	0.13762286	0.098054571	0.09365972	0.095133645	0.09778142	0.61247865	0.10456791	0.21240473	0.34486343	9.8150055e-05	0.14819126	1.4598574	0.092014709	0.097896971	0.41789444	0.095432212	0.094407546	0.092574938	0.088847996	0.093593456	0.09432707	0.093503519
586.5		0.090469795	0.094117142	0.026902577	0.12281092	0.16160105	0.083755622	0.095013047	0.094284253	0.094199921	0.095007063	0.09282715	0.093547158	0.092661449	0.13757102	0.09801796	0.093624769	0.095098144	0.097744698	0.61222596	0.10452892	0.21232486	0.34472673	9.8113536e-05	0.148136	1.4581892	0.091980389	0.097860443	0.4176082	0.095396613	0.094372315	0.092540413	0.088814882	0.09355853	0.094291846	0.093468625
587.0		0.090436054	0.094082039	0.026892544	0.1227648	0.16154002	0.08372441	0.094977607	0.094249088	0.094164787	0.094971627	0.092792527	0.093512272	0.092626892	0.13751922	0.097981381	0.093589849	0.095062675	0.09770801	0.61197368	0.10448995	0.21224499	0.34459031	9.8077026e-05	0.14808075	1.4565254	0.091946095	0.097823946	0.41732263	0.095361042	0.094337116	0.09250591	0.088781783	0.093523635	0.094256653	0.093433762
587.5		0.090402318	0.094046947	0.026882515	0.12271869	0.16147902	0.083693225	0.094942177	0.094213935	0.094129664	0.094936202	0.092757911	0.093477396	0.092592345	0.13746745	0.097944813	0.09355494	0.095027215	0.097671332	0.61172139	0.10445101	0.21216532	0.34445386	9.8040511e-05	0.14802557	1.454865	0.091911818	0.097787463	0.41703749	0.095325484	0.094301927	0.092471428	0.088748712	0.09348875	0.09422147	0.093398908
588.0		0.090368614	0.094011888	0.026872495	0.12267264	0.16141809	0.083662074	0.094906781	0.094178815	0.094094574	0.094900811	0.092723328	0.093442555	0.092557831	0.13741573	0.097908279	0.093520064	0.094991789	0.09763469	0.6114697	0.10441211	0.21208564	0.3443176	9.8004024e-05	0.14797045	1.4532087	0.091877576	0.097751015	0.41675287	0.095289959	0.094266771	0.092436981	0.088715677	0.093453898	0.09418632	0.093364087
588.5		0.090334928	0.093976846	0.02686248	0.12262659	0.16135716	0.083630922	0.094871401	0.09414371	0.0940595	0.094865435	0.092688763	0.093407728	0.092523332	0.13736402	0.097871763	0.093485203	0.09495638	0.097598066	0.61121777	0.10437322	0.21200587	0.34418132	9.7967597e-05	0.14791531	1.4515557	0.091843342	0.097714581	0.41646869	0.095254451	0.094231632	0.092402541	0.088682641	0.093419062	0.094151188	0.093329283
589.0		0.090301324	0.093941889	0.026852489	0.12258066	0.1612964	0.083599847	0.094836108	0.094108692	0.094024512	0.094830146	0.092654282	0.093372986	0.092488919	0.13731245	0.097835336	0.093450428	0.094921058	0.097561532	0.61096671	0.10433441	0.21192644	0.3440455	9.7931239e-05	0.14786031	1.4499095	0.091809193	0.097678236	0.41618558	0.095219029	0.094196579	0.092368186	0.088649686	0.093384312	0.094116141	0.093294564
589.5		0.090267716	0.093906927	0.026842497	0.12253473	0.16123564	0.083568767	0.094800811	0.094073669	0.093989519	0.094794853	0.092619796	0.09333824	0.0924545	0.13726087	0.097798905	0.093415648	0.09488573	0.097524993	0.61071589	0.10429561	0.21184695	0.34390972	9.7894886e-05	0.1478053	1.4482661	0.091775038	0.097641886	0.41590276	0.095183602	0.094161521	0.092333825	0.088616727	0.093349557	0.094081089	0.093259841
590.0		0.090234176	0.093872033	0.026832525	0.12248888	0.16117497	0.083537745	0.094765582	0.094038714	0.093954595	0.094759628	0.09258538	0.093303561	0.092420149	0.13720938	0.097762544	0.093380936	0.094850472	0.097488527	0.61046519	0.10425687	0.21176761	0.34377397	9.7858574e-05	0.1477504	1.4466273	0.09174095	0.097605607	0.41562064	0.095148243	0.094126532	0.09229953	0.088583829	0.093314871	0.094046106	0.093225185
590.5		0.090200657	0.093837168	0.02682256	0.12244308	0.16111438	0.083506761	0.094730381	0.094003788	0.093919698	0.094724432	0.092550987	0.093268911	0.092385825	0.13715795	0.097726213	0.093346252	0.094815241	0.097452089	0.61021484	0.10421819	0.21168828	0.34363843	9.7822312e-05	0.14769557	1.4449933	0.091706895	0.097569359	0.41533914	0.095112915	0.094091569	0.092265271	0.088550972	0.093280211	0.094011151	0.093190556
591.0		0.090167123	0.093802287	0.026812591	0.12239726	0.16105377	0.083475764	0.094695164	0.093968845	0.093884786	0.09468922	0.092516579	0.093234246	0.092351485	0.1371065	0.097689864	0.093311553	0.094779995	0.097415637	0.60996484	0.10417948	0.21160909	0.34350305	9.7786041e-05	0.14764072	1.4433623	0.091672824	0.097533094	0.41505805	0.095077571	0.094056592	0.092230996	0.0885181	0.093245535	0.09397618	0.093155912
591.5		0.090133728	0.093767537	0.02680266	0.12235159	0.16099335	0.08344485	0.094660082	0.093934035	0.093850006	0.094654141	0.092482309	0.093199709	0.092317278	0.13705521	0.097653656	0.093276984	0.094744884	0.097379323	0.60971525	0.10414088	0.21153005	0.34336805	9.7749855e-05	0.14758598	1.4417377	0.091638868	0.097496963	0.41477787	0.095042355	0.09402175	0.09219683	0.088485317	0.093210994	0.093941343	0.093121402
592.0		0.090100282	0.093732751	0.026792717	0.1223059	0.1609329	0.083413943	0.09462496	0.093899187	0.093815188	0.094619023	0.092447992	0.093165137	0.09228303	0.1370039	0.097617405	0.093242379	0.094709732	0.097342969	0.60946601	0.10410229	0.21145088	0.34323308	9.7713687e-05	0.14753129	1.4401159	0.091604892	0.097460797	0.41449803	0.095007107	0.093986865	0.092162652	0.088452541	0.093176411	0.093906466	0.09308685
592.5		0.090066865	0.093697987	0.026782782	0.12226023	0.16087248	0.083383039	0.094589862	0.093864362	0.093780393	0.094583929	0.092413702	0.093130588	0.092248806	0.13695262	0.097581179	0.093207795	0.094674604	0.097306641	0.60921648	0.1040637	0.21137185	0.34309791	9.7677523e-05	0.1474766	1.4384965	0.091570931	0.097424653	0.41421859	0.09497188	0.093952006	0.092128486	0.088419769	0.093141853	0.093871613	0.093052323
593.0		0.090033543	0.093663321	0.026772874	0.12221469	0.16081223	0.083352221	0.094554864	0.093829636	0.093745697	0.094548935	0.09237951	0.093096136	0.09221468	0.13690147	0.097545057	0.09317331	0.094639577	0.097270416	0.60896789	0.10402522	0.21129305	0.34296334	9.7641457e-05	0.14742205	1.4368841	0.091537066	0.097388612	0.41394018	0.094936753	0.093917245	0.092094416	0.088387086	0.093107393	0.093836859	0.093017894
593.5		0.09000021	0.093628644	0.026762964	0.12216913	0.16075196	0.083321391	0.094519853	0.093794898	0.093710989	0.094513928	0.092345306	0.093061672	0.092180541	0.13685032	0.097508923	0.093138813	0.094604537	0.097234179	0.60871935	0.10398673	0.21121414	0.34282857	9.7605375e-05	0.14736749	1.4352743	0.091503188	0.097352557	0.41366192	0.094901613	0.093882473	0.092060333	0.088354392	0.093072921	0.093802093	0.092983453
594.0		0.089966905	0.093594	0.026753062	0.12212362	0.16069176	0.083290601	0.094484876	0.093760193	0.093676314	0.094478956	0.092311133	0.093027242	0.092146435	0.13679922	0.097472822	0.09310435	0.09456953	0.097197977	0.60847105	0.10394828	0.21113536	0.34269414	9.7569355e-05	0.147313	1.4336693	0.091469348	0.097316539	0.41338454	0.094866509	0.093847733	0.09202629	0.08832174	0.093038481	0.09376736	0.092949045
594.5		0.089933647	0.093559401	0.026743174	0.12207817	0.16063164	0.083259837	0.094449945	0.093725534	0.093641685	0.094444029	0.092277007	0.092992855	0.092112374	0.13674818	0.09743677	0.093069931	0.09453457	0.097161824	0.60822328	0.10390987	0.21105677	0.34255988	9.7533362e-05	0.14725855	1.4320684	0.091435545	0.097280566	0.4131076	0.094831448	0.09381304	0.091992282	0.088289116	0.093004088	0.093732674	0.092914683
595.0		0.089900409	0.093524826	0.026733292	0.12203276	0.16057156	0.083229108	0.094415037	0.093690897	0.093607078	0.094409125	0.092242901	0.092958493	0.092078336	0.13669719	0.09740074	0.093035535	0.094499633	0.097125694	0.60797568	0.1038715	0.21097811	0.34242568	9.7497399e-05	0.14720417	1.4304709	0.091401772	0.097244619	0.41283114	0.094796414	0.093778369	0.091958306	0.088256529	0.092969716	0.09369801	0.092880342
595.5		0.089867244	0.093490324	0.026723432	0.12198743	0.1605116	0.083198435	0.094380204	0.093656335	0.093572546	0.094374296	0.09220887	0.092924204	0.092044371	0.13664629	0.097364788	0.093001213	0.09446477	0.097089644	0.60772849	0.1038332	0.21089963	0.34229176	9.7461497e-05	0.14714987	1.4288794	0.091368067	0.097208747	0.41255574	0.094761451	0.093743773	0.091924396	0.088224002	0.092935419	0.09366342	0.092846076
596.0		0.089834077	0.093455821	0.026713571	0.12194211	0.16045164	0.083167768	0.09434537	0.093621772	0.093538013	0.094339466	0.092174837	0.092889914	0.092010404	0.13659539	0.097328836	0.09296689	0.094429906	0.097053591	0.60748154	0.10379491	0.21082124	0.34215787	9.7425596e-05	0.14709561	1.4272907	0.091334363	0.097172876	0.41228042	0.09472649	0.093709175	0.091890489	0.08819148	0.092901121	0.09362883	0.092811808
596.5		0.089800947	0.093421352	0.02670372	0.12189682	0.16039174	0.083137113	0.09431057	0.093587242	0.093503513	0.094304669	0.092140841	0.092855657	0.091976471	0.13654455	0.097292919	0.0929326	0.094395077	0.097017575	0.60723458	0.10375664	0.21074278	0.34202411	9.7389712e-05	0.14704134	1.425705	0.091300685	0.097137037	0.41200554	0.094691559	0.093674612	0.091856605	0.088158971	0.092866857	0.093594273	0.092777575
597.0		0.089767872	0.093386944	0.026693886	0.12185162	0.16033196	0.083106523	0.094275832	0.093552774	0.093469074	0.094269935	0.092106903	0.092821461	0.091942598	0.1364938	0.097257065	0.092898371	0.09436031	0.096981624	0.60698839	0.10371844	0.21066449	0.34189053	9.7353922e-05	0.14698719	1.4241252	0.091267071	0.097101263	0.41173165	0.094656692	0.09364011	0.091822787	0.088126531	0.092832653	0.093559778	0.092743401
597.5		0.089734791	0.093352533	0.026684051	0.12180642	0.16027217	0.08307594	0.09424109	0.093518302	0.093434633	0.094235197	0.092072959	0.092787262	0.091908721	0.13644304	0.097221207	0.092864139	0.094325538	0.096945669	0.6067422	0.10368026	0.21058625	0.34175707	9.7318137e-05	0.14693308	1.4225484	0.091233458	0.097065487	0.41145809	0.094621824	0.093605604	0.091788973	0.088094099	0.092798444	0.093525279	0.092709224
598.0		0.089701766	0.093318175	0.026674232	0.12176129	0.16021246	0.083045392	0.094206402	0.093483884	0.093400244	0.094200513	0.092039071	0.092753115	0.091874897	0.13639236	0.097185406	0.09282996	0.094290822	0.096909771	0.60649612	0.10364211	0.21050809	0.34162382	9.7282388e-05	0.146879	1.4209759	0.091199891	0.097029764	0.41118512	0.094587007	0.093571152	0.091755202	0.088061703	0.09276429	0.093490834	0.092675101
598.5		0.089668759	0.093283837	0.026664418	0.12171618	0.16015278	0.083014868	0.094171735	0.093449487	0.093365877	0.09416585	0.092005202	0.09271899	0.091841094	0.1363417	0.097149625	0.092795802	0.094256125	0.096873895	0.6062504	0.103604	0.21042993	0.34149061	9.7246646e-05	0.14682499	1.4194059	0.091166349	0.096994065	0.41091252	0.094552212	0.093536721	0.091721456	0.088029334	0.092730157	0.09345641	0.092640998
599.0		0.089635815	0.093249564	0.026654623	0.12167116	0.16009325	0.08298439	0.094137133	0.093415153	0.093331573	0.094131251	0.091971397	0.092684927	0.091807353	0.13629116	0.097113913	0.092761707	0.094221494	0.096838086	0.60600538	0.10356595	0.21035208	0.3413577	9.7211e-05	0.14677103	1.4178429	0.091132862	0.096958429	0.41064091	0.094517481	0.093502354	0.091687766	0.087997014	0.092696087	0.09342205	0.092606959
599.5		0.08960287	0.093215292	0.026644828	0.12162615	0.16003371	0.082953928	0.094102532	0.093380821	0.093297271	0.094096654	0.091937592	0.092650867	0.091773614	0.13624062	0.097078201	0.092727613	0.094186864	0.096802279	0.6057603	0.10352792	0.21027412	0.34122475	9.7175334e-05	0.14671713	1.4162818	0.091099385	0.096922798	0.41036963	0.094482753	0.093467988	0.091654087	0.08796471	0.092662018	0.093387691	0.09257292
600.0		0.089569984	0.093181079	0.02663505	0.12158121	0.15997426	0.082923509	0.09406799	0.093346548	0.093263027	0.094062117	0.091903847	0.092616864	0.091739933	0.13619016	0.09704255	0.092693578	0.094152293	0.096766534	0.6055158	0.10348993	0.21019624	0.34109214	9.713973e-05	0.14666329	1.4147254	0.09106596	0.096887226	0.41009883	0.094448083	0.093433681	0.091620459	0.087932451	0.092628008	0.093353392	0.092538941
600.5		0.089537096	0.093146863	0.026625272	0.12153626	0.15991482	0.082893083	0.094033447	0.093312273	0.093228782	0.094027576	0.0918701	0.092582859	0.09170625	0.13613969	0.097006898	0.092659541	0.09411772	0.096730788	0.60527101	0.10345195	0.21011836	0.34095947	9.7104134e-05	0.14660943	1.4131723	0.091032531	0.096851651	0.40982847	0.09441341	0.093399373	0.091586826	0.087900185	0.092593995	0.09331909	0.09250496
601.0		0.089504306	0.09311275	0.026615522	0.12149145	0.15985554	0.082862756	0.093999006	0.0932781	0.093194638	0.09399314	0.091836453	0.092548956	0.091672667	0.13608937	0.096971352	0.092625606	0.094083251	0.096695148	0.6050274	0.10341408	0.2100408	0.34082713	9.7068604e-05	0.14655575	1.411625	0.090999206	0.096816185	0.40955907	0.094378841	0.093365167	0.091553298	0.087868025	0.092560085	0.093284891	0.092471079
601.5		0.089471503	0.093078624	0.026605769	0.12144662	0.15979625	0.082832413	0.093964552	0.093243914	0.093160482	0.09395869	0.091802794	0.092515039	0.091639071	0.13603904	0.096935792	0.092591657	0.094048768	0.096659496	0.60478355	0.1033762	0.2099631	0.34069493	9.7033105e-05	0.14650204	1.4100803	0.090965866	0.096780703	0.40929003	0.09434426	0.093330947	0.091519756	0.087835847	0.092526161	0.093250679	0.092437186
602.0		0.08943872	0.093044517	0.026596022	0.12140183	0.15973701	0.082802088	0.093930118	0.093209748	0.093126345	0.093924259	0.091769154	0.092481143	0.091605495	0.13598875	0.096900254	0.092557728	0.094014305	0.096623864	0.6045397	0.10333833	0.20988552	0.34056276	9.6997597e-05	0.14644837	1.4085382	0.090932546	0.096745243	0.40902125	0.094309697	0.093296748	0.091486232	0.087803688	0.092492257	0.093216487	0.092403313
602.5		0.08940601	0.093010488	0.026586296	0.12135713	0.15967789	0.082771831	0.093895763	0.093175658	0.093092286	0.093889907	0.091735589	0.092447323	0.091571995	0.13593856	0.096864796	0.092523875	0.09397992	0.096588314	0.60429667	0.10330056	0.20980812	0.34043096	9.6962199e-05	0.14639482	1.4070027	0.0908993	0.096709862	0.40875357	0.094275214	0.093262625	0.091452784	0.087771602	0.09245843	0.093182372	0.092369516
603.0		0.089373298	0.092976456	0.02657657	0.12131243	0.15961877	0.082741573	0.093861404	0.093141567	0.093058224	0.093855552	0.091702023	0.0924135	0.091538492	0.13588837	0.096829334	0.092490021	0.093945533	0.096552762	0.60405375	0.10326278	0.20973062	0.34029906	9.6926784e-05	0.14634126	1.4054695	0.090866052	0.096674478	0.408486	0.094240727	0.093228501	0.091419335	0.087739513	0.0924246	0.093148254	0.092335716
603.5		0.089340641	0.09294248	0.02656686	0.1212678	0.15955974	0.082711364	0.093827103	0.093107532	0.093024218	0.093821254	0.091668512	0.092379734	0.091505045	0.13583826	0.096793932	0.092456222	0.093911202	0.096517269	0.60381107	0.10322506	0.2096534	0.34016733	9.6891418e-05	0.14628779	1.4039406	0.09083286	0.096639154	0.40821906	0.094206298	0.093194433	0.09138594	0.087707479	0.092390826	0.093114194	0.092301973
604.0		0.089307975	0.092908497	0.026557148	0.12122317	0.15950072	0.082681153	0.093792793	0.093073489	0.092990205	0.093786949	0.091634993	0.09234596	0.09147159	0.13578815	0.096758522	0.092422416	0.093876864	0.096481768	0.60356851	0.10318734	0.20957604	0.3400357	9.6856037e-05	0.14623433	1.4024144	0.090799662	0.096603823	0.40795256	0.094171861	0.093160357	0.09135254	0.08767544	0.092357045	0.093080125	0.092268222
604.5		0.089275417	0.092874617	0.026547466	0.12117866	0.15944186	0.082651006	0.093758591	0.093039551	0.092956296	0.093752748	0.091601583	0.092312288	0.091438239	0.13573818	0.096723222	0.092388713	0.093842632	0.096446378	0.60332654	0.1031497	0.20949894	0.33990437	9.6820788e-05	0.14618094	1.4008943	0.090766553	0.096568595	0.40768691	0.094137527	0.093126388	0.091319226	0.08764347	0.092323369	0.093046163	0.092234577
605.0		0.089242851	0.092840737	0.026537783	0.12113416	0.159383	0.082620886	0.093724385	0.093005611	0.092922386	0.093718546	0.091568165	0.092278616	0.091404886	0.13568821	0.096687918	0.092355009	0.093808397	0.096410985	0.60308491	0.1031121	0.20942174	0.33977318	9.6785487e-05	0.14612764	1.3993768	0.090733456	0.09653337	0.40742162	0.094103193	0.093092415	0.091285927	0.087611529	0.09228969	0.093012197	0.092200927
605.5		0.089210325	0.092806899	0.026528112	0.12108972	0.15932422	0.082590804	0.093690223	0.092971714	0.092888518	0.093684388	0.09153479	0.092244987	0.091371574	0.13563831	0.09665266	0.092321348	0.093774206	0.096375639	0.60284352	0.10307454	0.20934482	0.33964206	9.6750279e-05	0.1460744	1.3978634	0.090700399	0.09649819	0.40715703	0.094068904	0.093058484	0.09125267	0.087579628	0.092256053	0.092978275	0.092167321
606.0		0.08917779	0.092773048	0.026518438	0.12104526	0.15926542	0.082560692	0.093656047	0.092937803	0.092854637	0.093650215	0.091501404	0.092211343	0.09133825	0.1355884	0.096617389	0.092287673	0.093740002	0.096340279	0.60260201	0.10303694	0.2092677	0.33951107	9.6715062e-05	0.14602108	1.3963524	0.090667322	0.096462992	0.40689255	0.094034599	0.093024542	0.091219389	0.087547695	0.092222404	0.092944339	0.092133702
606.5		0.089145312	0.092739261	0.026508781	0.12100089	0.15920675	0.082530658	0.093621936	0.092903957	0.092820821	0.093616108	0.091468078	0.092177765	0.091304988	0.13553858	0.096582182	0.092254062	0.093705862	0.096304985	0.60236115	0.10299945	0.20919084	0.33938018	9.6679894e-05	0.14596794	1.3948462	0.090634317	0.096427865	0.40662877	0.094000362	0.092990663	0.091186185	0.087515845	0.092188817	0.092910468	0.092100146
607.0		0.089112891	0.092705526	0.02649914	0.12095657	0.15914813	0.082500647	0.093587879	0.092870163	0.092787056	0.093582053	0.091434809	0.092144236	0.091271779	0.13548882	0.096547033	0.092220503	0.093671776	0.096269748	0.60212046	0.10296198	0.20911409	0.33924953	9.6644762e-05	0.1459148	1.3933439	0.090601352	0.096392789	0.40636561	0.093966174	0.092956838	0.091153016	0.08748402	0.092155284	0.09287665	0.092066643
607.5		0.089080481	0.092671809	0.026489504	0.12091229	0.15908957	0.082470672	0.093553838	0.092836387	0.092753309	0.093548016	0.091401552	0.092110727	0.091238586	0.1354391	0.0965119	0.092186961	0.093637706	0.096234528	0.6018803	0.10292455	0.20903731	0.33911895	9.6609659e-05	0.14586175	1.3918458	0.090568414	0.096357734	0.40610297	0.093932006	0.092923028	0.091119878	0.087452232	0.092121767	0.092842848	0.092033156
608.0		0.0890481	0.092638119	0.026479876	0.12086804	0.15903106	0.082440711	0.093519826	0.092802639	0.09271959	0.093514007	0.091368325	0.092077245	0.091205421	0.13538943	0.096476797	0.092153447	0.093603665	0.096199339	0.60164002	0.10288715	0.20896065	0.33898854	9.6574599e-05	0.14580872	1.3903506	0.090535498	0.096322706	0.40584084	0.093897866	0.092889248	0.091086761	0.08742046	0.092088278	0.092809075	0.091999697
608.5		0.089015754	0.092604468	0.026470259	0.12082385	0.15897262	0.082410791	0.093485852	0.092768929	0.092685909	0.093480037	0.091335134	0.092043801	0.091172293	0.13533981	0.096441733	0.092119971	0.093569662	0.09616419	0.60140021	0.10284979	0.20888401	0.33885832	9.6539568e-05	0.14575577	1.3888595	0.090502623	0.096287719	0.40557919	0.093863765	0.092855505	0.091053685	0.087388731	0.092054827	0.09277534	0.091966276
609.0		0.088983448	0.092570854	0.026460652	0.1207797	0.15891423	0.082380895	0.093451916	0.092735256	0.092652266	0.093446104	0.091301982	0.092010393	0.091139203	0.13529024	0.096406709	0.092086532	0.093535698	0.09612908	0.60116058	0.10281247	0.20880748	0.33872815	9.6504554e-05	0.14570284	1.3873726	0.09046978	0.09625277	0.4053182	0.0938297	0.092821801	0.09102064	0.087357027	0.092021414	0.092741643	0.091932893
609.5		0.088951144	0.092537247	0.026451047	0.12073557	0.15885587	0.082351018	0.093417987	0.09270159	0.09261863	0.093412179	0.091268835	0.091976994	0.091106119	0.13524069	0.096371691	0.092053101	0.09350174	0.096093978	0.60092118	0.10277516	0.20873102	0.338598	9.6469582e-05	0.14564997	1.385888	0.09043695	0.09621783	0.40505743	0.093795646	0.092788102	0.090987611	0.087325344	0.091988007	0.092707953	0.091899516
610.0		0.088918883	0.092503681	0.026441454	0.12069148	0.15879757	0.082321163	0.093384099	0.092667965	0.092585034	0.093378294	0.09123573	0.091943633	0.091073075	0.13519119	0.096336717	0.092019709	0.093467823	0.096058919	0.60068213	0.10273789	0.20865458	0.33846823	9.6434634e-05	0.14559711	1.3844077	0.090404153	0.096182929	0.40479733	0.093761629	0.092754445	0.090954612	0.087293684	0.091954641	0.092674303	0.09186618
610.5		0.088886675	0.092470172	0.026431878	0.12064747	0.15873937	0.082291367	0.093350269	0.092634397	0.092551495	0.093344467	0.09120268	0.09191033	0.091040087	0.13514179	0.096301802	0.091986375	0.093433965	0.096023921	0.60044355	0.10270069	0.20857829	0.33833852	9.6399756e-05	0.14554438	1.3829315	0.090371415	0.09614809	0.40453785	0.093727672	0.092720845	0.090921674	0.087262085	0.091921331	0.092640711	0.0918329
611.0		0.088854508	0.092436701	0.026422312	0.12060351	0.15868124	0.082261595	0.093316478	0.092600869	0.092517996	0.093310679	0.091169671	0.091877065	0.091007138	0.13509243	0.096266927	0.091953079	0.093400146	0.095988963	0.6002052	0.10266352	0.20850207	0.33820892	9.6364888e-05	0.14549167	1.3814596	0.090338711	0.096113289	0.40427881	0.093693752	0.092687286	0.090888768	0.087230513	0.091888061	0.092607159	0.09179966
611.5		0.088822343	0.092403239	0.026412749	0.12055957	0.15862312	0.082231842	0.093282695	0.092567348	0.092484504	0.0932769	0.091136665	0.091843809	0.090974196	0.13504309	0.096232061	0.091919791	0.093366334	0.095954014	0.59996703	0.10262637	0.2084259	0.33807955	9.6330075e-05	0.14543902	1.3799902	0.09030602	0.096078498	0.40402035	0.093659843	0.092653732	0.090855878	0.087198962	0.091854797	0.092573613	0.091766426
612.0		0.088790199	0.092369798	0.026403192	0.12051565	0.15856506	0.08220211	0.093248933	0.092533848	0.092451033	0.093243141	0.091103682	0.091810574	0.090941275	0.13499379	0.096197216	0.091886524	0.093332543	0.095919088	0.5997291	0.10258925	0.20834978	0.33795012	9.6295253e-05	0.14538639	1.3785246	0.09027335	0.09604373	0.40376231	0.093625955	0.0926202	0.09082301	0.087167432	0.091821555	0.092540089	0.091733214
612.5		0.088758138	0.092336436	0.026393657	0.12047183	0.15850712	0.082172428	0.093215253	0.092500428	0.092417642	0.093209463	0.091070781	0.091777416	0.090908433	0.1349446	0.096162456	0.091853336	0.093298834	0.095884245	0.59949157	0.10255219	0.20827383	0.33782115	9.6260502e-05	0.14533383	1.3770636	0.090240749	0.096009042	0.40350492	0.093592143	0.092586749	0.090790206	0.087135955	0.091788393	0.092506646	0.091700082
613.0		0.088726076	0.092303078	0.026384124	0.12042803	0.15844918	0.082142766	0.093181576	0.092467012	0.092384256	0.093175789	0.091037881	0.091744264	0.090875595	0.13489541	0.096127699	0.091820152	0.093265128	0.095849407	0.59925416	0.10251516	0.20819783	0.33769202	9.6225778e-05	0.14528134	1.3756048	0.09020816	0.09597436	0.40324775	0.09355834	0.092553301	0.090757417	0.087104499	0.091755235	0.092473206	0.091666953
